"","part_social_group","weekend","week","part_age_group","sample","sample_total","sample_proportion","pop_estimate","pop_proportion","weight_raw","weight_proportion"
"700","A - Upper middle class",TRUE,"2020 / 41","18-29",2,2117,0.000944733112895607,401.83808,0.000120749812616196,200.91904,0.127813676654243
"701","A - Upper middle class",TRUE,"2020 / 41","30-39",2,2117,0.000944733112895607,371.80096,0.000111723847203634,185.90048,0.118259692265047
"702","A - Upper middle class",TRUE,"2020 / 41","40-49",10,2117,0.00472366556447803,344.17004,0.000103420929738935,34.417004,0.0218942108257325
"703","A - Upper middle class",TRUE,"2020 / 41","50-59",10,2117,0.00472366556447803,366.9386,0.000110262738642513,36.69386,0.02334262177062
"704","A - Upper middle class",TRUE,"2020 / 41","60-69",10,2117,0.00472366556447803,291.47108,8.75852241107666e-05,29.147108,0.0185417919442493
"705","A - Upper middle class",TRUE,"2020 / 41","70-120",25,2117,0.0118091639111951,371.25004,0.000111558299212845,14.8500016,0.00944675677734371
"706","A - Upper middle class",TRUE,"2020 / 42","18-29",5,2051,0.00243783520234032,401.83808,0.000120749812616196,80.367616,0.0495315731351634
"707","A - Upper middle class",TRUE,"2020 / 42","30-39",1,2051,0.000487567040468064,371.80096,0.000111723847203634,371.80096,0.229145610614653
"708","A - Upper middle class",TRUE,"2020 / 42","40-49",1,2051,0.000487567040468064,344.17004,0.000103420929738935,344.17004,0.212116326894556
"709","A - Upper middle class",TRUE,"2020 / 42","50-59",4,2051,0.00195026816187226,366.9386,0.000110262738642513,91.73465,0.0565372192389484
"710","A - Upper middle class",TRUE,"2020 / 42","60-69",8,2051,0.00390053632374451,291.47108,8.75852241107666e-05,36.433885,0.0224546618313978
"711","A - Upper middle class",TRUE,"2020 / 42","70-120",3,2051,0.00146270112140419,371.25004,0.000111558299212845,123.750013333333,0.0762686905618483
"712","A - Upper middle class",TRUE,"2020 / 43","18-29",7,1657,0.00422450211225106,401.83808,0.000120749812616196,57.40544,0.0285832056435766
"713","A - Upper middle class",TRUE,"2020 / 43","30-39",1,1657,0.000603500301750151,371.80096,0.000111723847203634,371.80096,0.185126414816421
"714","A - Upper middle class",TRUE,"2020 / 43","40-49",9,1657,0.00543150271575136,344.17004,0.000103420929738935,38.2411155555556,0.0190409422863795
"715","A - Upper middle class",TRUE,"2020 / 43","50-59",8,1657,0.00482800241400121,366.9386,0.000110262738642513,45.867325,0.0228381697413305
"716","A - Upper middle class",TRUE,"2020 / 43","60-69",11,1657,0.00663850331925166,291.47108,8.75852241107666e-05,26.4973709090909,0.0131935196683218
"717","A - Upper middle class",TRUE,"2020 / 44","30-39",1,2651,0.000377216144851,371.80096,0.000111723847203634,371.80096,0.296179918936834
"718","A - Upper middle class",TRUE,"2020 / 44","50-59",1,2651,0.000377216144851,366.9386,0.000110262738642513,366.9386,0.292306520141301
"719","A - Upper middle class",TRUE,"2020 / 44","60-69",2,2651,0.000754432289701999,291.47108,8.75852241107666e-05,145.73554,0.116094214558821
"720","A - Upper middle class",TRUE,"2020 / 44","70-120",1,2651,0.000377216144851,371.25004,0.000111558299212845,371.25004,0.295741051213252
"721","A - Upper middle class",TRUE,"2020 / 45","18-29",2,2830,0.000706713780918728,401.83808,0.000120749812616196,200.91904,0.170860984851917
"722","A - Upper middle class",TRUE,"2020 / 45","30-39",3,2830,0.00106007067137809,371.80096,0.000111723847203634,123.933653333333,0.105392829195428
"723","A - Upper middle class",TRUE,"2020 / 45","40-49",3,2830,0.00106007067137809,344.17004,0.000103420929738935,114.723346666667,0.097560410387062
"724","A - Upper middle class",TRUE,"2020 / 45","50-59",4,2830,0.00141342756183746,366.9386,0.000110262738642513,91.73465,0.0780108875895778
"725","A - Upper middle class",TRUE,"2020 / 45","60-69",4,2830,0.00141342756183746,291.47108,8.75852241107666e-05,72.86777,0.0619665460583674
"726","A - Upper middle class",TRUE,"2020 / 45","70-120",3,2830,0.00106007067137809,371.25004,0.000111558299212845,123.750013333333,0.10523666225745
"727","A - Upper middle class",TRUE,"2020 / 46","18-29",3,2240,0.00133928571428571,401.83808,0.000120749812616196,133.946026666667,0.0901598600867594
"728","A - Upper middle class",TRUE,"2020 / 46","30-39",2,2240,0.000892857142857143,371.80096,0.000111723847203634,185.90048,0.12513070886807
"729","A - Upper middle class",TRUE,"2020 / 46","40-49",4,2240,0.00178571428571429,344.17004,0.000103420929738935,86.04251,0.0579157206538036
"730","A - Upper middle class",TRUE,"2020 / 46","50-59",9,2240,0.00401785714285714,366.9386,0.000110262738642513,40.7709555555556,0.027443170506581
"731","A - Upper middle class",TRUE,"2020 / 46","60-69",8,2240,0.00357142857142857,291.47108,8.75852241107666e-05,36.433885,0.0245238627510146
"732","A - Upper middle class",TRUE,"2020 / 46","70-120",13,2240,0.00580357142857143,371.25004,0.000111558299212845,28.5576953846154,0.0192223530951364
"733","A - Upper middle class",TRUE,"2020 / 47","18-29",1,2285,0.000437636761487965,401.83808,0.000120749812616196,401.83808,0.275913321828007
"734","A - Upper middle class",TRUE,"2020 / 47","30-39",1,2285,0.000437636761487965,371.80096,0.000111723847203634,371.80096,0.255288990860304
"735","A - Upper middle class",TRUE,"2020 / 47","40-49",4,2285,0.00175054704595186,344.17004,0.000103420929738935,86.04251,0.0590792061133666
"736","A - Upper middle class",TRUE,"2020 / 47","50-59",6,2285,0.00262582056892779,366.9386,0.000110262738642513,61.1564333333333,0.0419917262996903
"737","A - Upper middle class",TRUE,"2020 / 47","60-69",2,2285,0.00087527352297593,291.47108,8.75852241107666e-05,145.73554,0.100066118546551
"738","A - Upper middle class",TRUE,"2020 / 47","70-120",4,2285,0.00175054704595186,371.25004,0.000111558299212845,92.81251,0.0637276784253376
"739","A - Upper middle class",TRUE,"2020 / 48","18-29",2,2231,0.000896458987001345,401.83808,0.000120749812616196,200.91904,0.134696415973366
"740","A - Upper middle class",TRUE,"2020 / 48","40-49",1,2231,0.000448229493500672,344.17004,0.000103420929738935,344.17004,0.230732094247564
"741","A - Upper middle class",TRUE,"2020 / 48","50-59",1,2231,0.000448229493500672,366.9386,0.000110262738642513,366.9386,0.245996169911446
"742","A - Upper middle class",TRUE,"2020 / 48","60-69",1,2231,0.000448229493500672,291.47108,8.75852241107666e-05,291.47108,0.19540263499112
"743","A - Upper middle class",TRUE,"2020 / 48","70-120",1,2231,0.000448229493500672,371.25004,0.000111558299212845,371.25004,0.248886565543857
"744","A - Upper middle class",TRUE,"2020 / 49","18-29",2,1086,0.00184162062615101,401.83808,0.000120749812616196,200.91904,0.0655671482505942
"745","A - Upper middle class",TRUE,"2020 / 49","30-39",1,1086,0.000920810313075506,371.80096,0.000111723847203634,371.80096,0.121332098063146
"746","A - Upper middle class",TRUE,"2020 / 49","40-49",1,1086,0.000920810313075506,344.17004,0.000103420929738935,344.17004,0.112315129696483
"747","A - Upper middle class",TRUE,"2020 / 49","50-59",2,1086,0.00184162062615101,366.9386,0.000110262738642513,183.4693,0.0598726670828844
"748","A - Upper middle class",TRUE,"2020 / 49","60-69",2,1086,0.00184162062615101,291.47108,8.75852241107666e-05,145.73554,0.0475587766921463
"749","A - Upper middle class",TRUE,"2020 / 49","70-120",4,1086,0.00368324125230203,371.25004,0.000111558299212845,92.81251,0.0302880782362874
"750","A - Upper middle class",TRUE,"2020 / 50","18-29",2,2952,0.000677506775067751,401.83808,0.000120749812616196,200.91904,0.178226723421505
"751","A - Upper middle class",TRUE,"2020 / 50","30-39",1,2952,0.000338753387533875,371.80096,0.000111723847203634,371.80096,0.329808796945127
"752","A - Upper middle class",TRUE,"2020 / 50","40-49",1,2952,0.000338753387533875,344.17004,0.000103420929738935,344.17004,0.305298584589336
"753","A - Upper middle class",TRUE,"2020 / 50","50-59",1,2952,0.000338753387533875,366.9386,0.000110262738642513,366.9386,0.325495604472698
"754","A - Upper middle class",TRUE,"2020 / 50","60-69",2,2952,0.000677506775067751,291.47108,8.75852241107666e-05,145.73554,0.129275790787491
"755","A - Upper middle class",TRUE,"2020 / 50","70-120",4,2952,0.0013550135501355,371.25004,0.000111558299212845,92.81251,0.0823300248190795
"756","A - Upper middle class",TRUE,"2020 / 51","18-29",4,1668,0.00239808153477218,401.83808,0.000120749812616196,100.45952,0.0503526718609536
"757","A - Upper middle class",TRUE,"2020 / 51","30-39",3,1668,0.00179856115107914,371.80096,0.000111723847203634,123.933653333333,0.0621184590452205
"758","A - Upper middle class",TRUE,"2020 / 51","40-49",5,1668,0.00299760191846523,344.17004,0.000103420929738935,68.834008,0.0345012221609087
"759","A - Upper middle class",TRUE,"2020 / 51","50-59",15,1668,0.00899280575539568,366.9386,0.000110262738642513,24.4625733333333,0.0122612165370474
"760","A - Upper middle class",TRUE,"2020 / 51","60-69",11,1668,0.0065947242206235,291.47108,8.75852241107666e-05,26.4973709090909,0.0132811048924326
"761","A - Upper middle class",TRUE,"2020 / 51","70-120",9,1668,0.00539568345323741,371.25004,0.000111558299212845,41.2500044444444,0.0206754714541139
"762","A - Upper middle class",TRUE,"2020 / 52","18-29",2,3989,0.000501378791677112,401.83808,0.000120749812616196,200.91904,0.240835501263002
"763","A - Upper middle class",TRUE,"2020 / 52","30-39",4,3989,0.00100275758335422,371.80096,0.000111723847203634,92.95024,0.111416606623824
"764","A - Upper middle class",TRUE,"2020 / 52","40-49",6,3989,0.00150413637503134,344.17004,0.000103420929738935,57.3616733333333,0.0687576814547686
"765","A - Upper middle class",TRUE,"2020 / 52","50-59",9,3989,0.002256204562547,366.9386,0.000110262738642513,40.7709555555556,0.0488708960494426
"766","A - Upper middle class",TRUE,"2020 / 52","60-69",7,3989,0.00175482577086989,291.47108,8.75852241107666e-05,41.6387257142857,0.049911065568264
"767","A - Upper middle class",TRUE,"2020 / 52","70-120",7,3989,0.00175482577086989,371.25004,0.000111558299212845,53.03572,0.063572293651434
"768","A - Upper middle class",TRUE,"2020 / 53","18-29",1,2168,0.000461254612546125,401.83808,0.000120749812616196,401.83808,0.261785593751912
"769","A - Upper middle class",TRUE,"2020 / 53","30-39",1,2168,0.000461254612546125,371.80096,0.000111723847203634,371.80096,0.242217300737478
"770","A - Upper middle class",TRUE,"2020 / 53","40-49",3,2168,0.00138376383763838,344.17004,0.000103420929738935,114.723346666667,0.0747388585580037
"771","A - Upper middle class",TRUE,"2020 / 53","50-59",4,2168,0.0018450184501845,366.9386,0.000110262738642513,91.73465,0.0597624043442419
"772","A - Upper middle class",TRUE,"2020 / 53","60-69",5,2168,0.00230627306273063,291.47108,8.75852241107666e-05,58.294216,0.0379769531744284
"773","A - Upper middle class",TRUE,"2020 / 53","70-120",2,2168,0.000922509225092251,371.25004,0.000111558299212845,185.62502,0.120929196346724
"774","A - Upper middle class",TRUE,"2021 / 02","18-29",6,2011,0.00298359025360517,401.83808,0.000120749812616196,66.9730133333333,0.0404713121951949
"775","A - Upper middle class",TRUE,"2021 / 02","30-39",1,2011,0.000497265042267529,371.80096,0.000111723847203634,371.80096,0.224676656726508
"776","A - Upper middle class",TRUE,"2021 / 02","40-49",2,2011,0.000994530084535057,344.17004,0.000103420929738935,172.08502,0.103989744852499
"777","A - Upper middle class",TRUE,"2021 / 02","50-59",5,2011,0.00248632521133764,366.9386,0.000110262738642513,73.38772,0.0443476734820186
"778","A - Upper middle class",TRUE,"2021 / 02","60-69",13,2011,0.00646444554947787,291.47108,8.75852241107666e-05,22.4208523076923,0.0135487604374424
"779","A - Upper middle class",TRUE,"2021 / 02","70-120",7,2011,0.0034808552958727,371.25004,0.000111558299212845,53.03572,0.0320491056738616
"780","A - Upper middle class",TRUE,"2021 / 03","18-29",6,1784,0.00336322869955157,401.83808,0.000120749812616196,66.9730133333333,0.0359029442845488
"781","A - Upper middle class",TRUE,"2021 / 03","30-39",6,1784,0.00336322869955157,371.80096,0.000111723847203634,61.9668266666667,0.0332192239018805
"782","A - Upper middle class",TRUE,"2021 / 03","40-49",4,1784,0.00224215246636771,344.17004,0.000103420929738935,86.04251,0.046125734663565
"783","A - Upper middle class",TRUE,"2021 / 03","50-59",3,1784,0.00168161434977578,366.9386,0.000110262738642513,122.312866666667,0.0655695752460809
"784","A - Upper middle class",TRUE,"2021 / 03","60-69",2,1784,0.00112107623318386,291.47108,8.75852241107666e-05,145.73554,0.0781260199068038
"785","A - Upper middle class",TRUE,"2021 / 03","70-120",10,1784,0.00560538116591928,371.25004,0.000111558299212845,37.125004,0.0199020005795715
"786","A - Upper middle class",TRUE,"2021 / 04","70-120",1,2211,0.000452284034373587,371.25004,0.000111558299212845,371.25004,0.2466553995596
"787","A - Upper middle class",TRUE,"2021 / 05","18-29",2,1631,0.00122624156958921,401.83808,0.000120749812616196,200.91904,0.0984714721885075
"788","A - Upper middle class",TRUE,"2021 / 05","30-39",1,1631,0.000613120784794605,371.80096,0.000111723847203634,371.80096,0.182221594789127
"789","A - Upper middle class",TRUE,"2021 / 05","40-49",5,1631,0.00306560392397302,344.17004,0.000103420929738935,68.834008,0.0337359072808406
"790","A - Upper middle class",TRUE,"2021 / 05","50-59",4,1631,0.00245248313917842,366.9386,0.000110262738642513,91.73465,0.0449596316814846
"791","A - Upper middle class",TRUE,"2021 / 05","60-69",3,1631,0.00183936235438381,291.47108,8.75852241107666e-05,97.1570266666667,0.0476171668415534
"792","A - Upper middle class",TRUE,"2021 / 05","70-120",3,1631,0.00183936235438381,371.25004,0.000111558299212845,123.750013333333,0.06065052867205
"793","A - Upper middle class",TRUE,"2021 / 06","18-29",3,2216,0.00135379061371841,401.83808,0.000120749812616196,133.946026666667,0.0891938615858298
"794","A - Upper middle class",TRUE,"2021 / 06","30-39",2,2216,0.000902527075812274,371.80096,0.000111723847203634,185.90048,0.123790022701626
"795","A - Upper middle class",TRUE,"2021 / 06","40-49",2,2216,0.000902527075812274,344.17004,0.000103420929738935,172.08502,0.11459039015074
"796","A - Upper middle class",TRUE,"2021 / 06","50-59",4,2216,0.00180505415162455,366.9386,0.000110262738642513,91.73465,0.0610855572079521
"797","A - Upper middle class",TRUE,"2021 / 06","60-69",4,2216,0.00180505415162455,291.47108,8.75852241107666e-05,72.86777,0.0485222141573647
"798","A - Upper middle class",TRUE,"2021 / 06","70-120",2,2216,0.000902527075812274,371.25004,0.000111558299212845,185.62502,0.123606595527832
"799","A - Upper middle class",TRUE,"2021 / 07","18-29",1,1710,0.000584795321637427,401.83808,0.000120749812616196,401.83808,0.206482179573694
"800","A - Upper middle class",TRUE,"2021 / 07","40-49",1,1710,0.000584795321637427,344.17004,0.000103420929738935,344.17004,0.176849789853579
"801","A - Upper middle class",TRUE,"2021 / 07","60-69",1,1710,0.000584795321637427,291.47108,8.75852241107666e-05,291.47108,0.149770733229411
"802","A - Upper middle class",TRUE,"2021 / 07","70-120",5,1710,0.00292397660818713,371.25004,0.000111558299212845,74.250008,0.038152938330793
"803","A - Upper middle class",TRUE,"2021 / 08","18-29",2,2312,0.000865051903114187,401.83808,0.000120749812616196,200.91904,0.139586783384322
"804","A - Upper middle class",TRUE,"2021 / 08","30-39",3,2312,0.00129757785467128,371.80096,0.000111723847203634,123.933653333333,0.0861018449116006
"805","A - Upper middle class",TRUE,"2021 / 08","40-49",1,2312,0.000432525951557093,344.17004,0.000103420929738935,344.17004,0.239109189556418
"806","A - Upper middle class",TRUE,"2021 / 08","50-59",8,2312,0.00346020761245675,366.9386,0.000110262738642513,45.867325,0.0318659314676862
"807","A - Upper middle class",TRUE,"2021 / 08","60-69",10,2312,0.00432525951557093,291.47108,8.75852241107666e-05,29.147108,0.0202497038144092
"808","A - Upper middle class",TRUE,"2021 / 08","70-120",7,2312,0.00302768166089965,371.25004,0.000111558299212845,53.03572,0.0368461125400139
"809","A - Upper middle class",TRUE,"2021 / 09","30-39",2,1472,0.00135869565217391,371.80096,0.000111723847203634,185.90048,0.0822287515418746
"810","A - Upper middle class",TRUE,"2021 / 09","50-59",1,1472,0.000679347826086957,366.9386,0.000110262738642513,366.9386,0.162306751281779
"811","A - Upper middle class",TRUE,"2021 / 09","60-69",9,1472,0.00611413043478261,291.47108,8.75852241107666e-05,32.3856755555556,0.0143250499878943
"812","A - Upper middle class",TRUE,"2021 / 09","70-120",1,1472,0.000679347826086957,371.25004,0.000111558299212845,371.25004,0.164213816441308
"813","A - Upper middle class",TRUE,"2021 / 10","18-29",2,2319,0.00086244070720138,401.83808,0.000120749812616196,200.91904,0.140009407728479
"814","A - Upper middle class",TRUE,"2021 / 10","60-69",1,2319,0.00043122035360069,291.47108,8.75852241107666e-05,291.47108,0.203110134712868
"815","A - Upper middle class",TRUE,"2021 / 10","70-120",1,2319,0.00043122035360069,371.25004,0.000111558299212845,371.25004,0.258703695874587
"816","A - Upper middle class",TRUE,"2021 / 11","30-39",2,1829,0.00109349371241115,371.80096,0.000111723847203634,185.90048,0.102171458267723
"817","A - Upper middle class",TRUE,"2021 / 11","50-59",2,1829,0.00109349371241115,366.9386,0.000110262738642513,183.4693,0.100835274488578
"818","A - Upper middle class",TRUE,"2021 / 11","60-69",3,1829,0.00164024056861673,291.47108,8.75852241107666e-05,97.1570266666667,0.053397791632864
"819","A - Upper middle class",TRUE,"2021 / 11","70-120",6,1829,0.00328048113723346,371.25004,0.000111558299212845,61.8750066666667,0.0340066882100489
"820","A - Upper middle class",TRUE,"2021 / 12","18-29",4,1801,0.00222098833981122,401.83808,0.000120749812616196,100.45952,0.0543676031304421
"821","A - Upper middle class",TRUE,"2021 / 12","30-39",4,1801,0.00222098833981122,371.80096,0.000111723847203634,92.95024,0.0503036622034362
"822","A - Upper middle class",TRUE,"2021 / 12","40-49",2,1801,0.00111049416990561,344.17004,0.000103420929738935,172.08502,0.093130547229911
"823","A - Upper middle class",TRUE,"2021 / 12","50-59",10,1801,0.00555247084952804,366.9386,0.000110262738642513,36.69386,0.0198583192295166
"824","A - Upper middle class",TRUE,"2021 / 12","60-69",6,1801,0.00333148250971682,291.47108,8.75852241107666e-05,48.5785133333333,0.0262901647705818
"825","A - Upper middle class",TRUE,"2021 / 13","18-29",2,2268,0.000881834215167548,401.83808,0.000120749812616196,200.91904,0.136930287506766
"826","A - Upper middle class",TRUE,"2021 / 13","30-39",1,2268,0.000440917107583774,371.80096,0.000111723847203634,371.80096,0.253389685457842
"827","A - Upper middle class",TRUE,"2021 / 13","40-49",1,2268,0.000440917107583774,344.17004,0.000103420929738935,344.17004,0.234558668647905
"828","A - Upper middle class",TRUE,"2021 / 13","50-59",1,2268,0.000440917107583774,366.9386,0.000110262738642513,366.9386,0.250075891241219
"829","A - Upper middle class",TRUE,"2021 / 13","60-69",11,2268,0.00485008818342152,291.47108,8.75852241107666e-05,26.4973709090909,0.0180584807530199
"830","A - Upper middle class",TRUE,"2021 / 13","70-120",8,2268,0.00352733686067019,371.25004,0.000111558299212845,46.406255,0.0316267778268415
"831","A - Upper middle class",TRUE,"2021 / 14","18-29",2,1689,0.00118413262285376,401.83808,0.000120749812616196,200.91904,0.101973216754377
"832","A - Upper middle class",TRUE,"2021 / 14","30-39",5,1689,0.0029603315571344,371.80096,0.000111723847203634,74.360192,0.0377403155853875
"833","A - Upper middle class",TRUE,"2021 / 14","40-49",2,1689,0.00118413262285376,344.17004,0.000103420929738935,172.08502,0.0873389751645306
"834","A - Upper middle class",TRUE,"2021 / 14","50-59",7,1689,0.00414446417998816,366.9386,0.000110262738642513,52.4198,0.0266048236524577
"835","A - Upper middle class",TRUE,"2021 / 14","60-69",4,1689,0.00236826524570752,291.47108,8.75852241107666e-05,72.86777,0.0369828608807712
"836","A - Upper middle class",TRUE,"2021 / 14","70-120",3,1689,0.00177619893428064,371.25004,0.000111558299212845,123.750013333333,0.0628073224568317
"837","A - Upper middle class",TRUE,"2021 / 15","18-29",1,1844,0.000542299349240781,401.83808,0.000120749812616196,401.83808,0.222662654464265
"838","A - Upper middle class",TRUE,"2021 / 15","30-39",2,1844,0.00108459869848156,371.80096,0.000111723847203634,185.90048,0.10300938712175
"839","A - Upper middle class",TRUE,"2021 / 15","40-49",2,1844,0.00108459869848156,344.17004,0.000103420929738935,172.08502,0.0953540972192981
"840","A - Upper middle class",TRUE,"2021 / 15","50-59",2,1844,0.00108459869848156,366.9386,0.000110262738642513,183.4693,0.101662245028397
"841","A - Upper middle class",TRUE,"2021 / 15","60-69",5,1844,0.0027114967462039,291.47108,8.75852241107666e-05,58.294216,0.0323014306520507
"842","A - Upper middle class",TRUE,"2021 / 15","70-120",13,1844,0.00704989154013015,371.25004,0.000111558299212845,28.5576953846154,0.0158241156729605
"843","A - Upper middle class",TRUE,"2021 / 16","18-29",3,2014,0.00148957298907646,401.83808,0.000120749812616196,133.946026666667,0.081063374203006
"844","A - Upper middle class",TRUE,"2021 / 16","40-49",1,2014,0.000496524329692155,344.17004,0.000103420929738935,344.17004,0.208289752494215
"845","A - Upper middle class",TRUE,"2021 / 16","50-59",3,2014,0.00148957298907646,366.9386,0.000110262738642513,122.312866666667,0.0740230518753402
"846","A - Upper middle class",TRUE,"2021 / 16","60-69",8,2014,0.00397219463753724,291.47108,8.75852241107666e-05,36.433885,0.0220495801698855
"847","A - Upper middle class",TRUE,"2021 / 16","70-120",2,2014,0.00099304865938431,371.25004,0.000111558299212845,185.62502,0.112339207307335
"848","A - Upper middle class",TRUE,"2021 / 17","18-29",1,2186,0.000457456541628545,401.83808,0.000120749812616196,401.83808,0.263959090379004
"849","A - Upper middle class",TRUE,"2021 / 17","40-49",5,2186,0.00228728270814273,344.17004,0.000103420929738935,68.834008,0.0452156304818624
"850","A - Upper middle class",TRUE,"2021 / 17","50-59",1,2186,0.000457456541628545,366.9386,0.000110262738642513,366.9386,0.241034346672533
"851","A - Upper middle class",TRUE,"2021 / 17","60-69",4,2186,0.00182982616651418,291.47108,8.75852241107666e-05,72.86777,0.0478653249765339
"852","A - Upper middle class",TRUE,"2021 / 17","70-120",10,2186,0.00457456541628545,371.25004,0.000111558299212845,37.125004,0.0243866442079279
"853","A - Upper middle class",TRUE,"2021 / 18","18-29",2,3040,0.000657894736842105,401.83808,0.000120749812616196,200.91904,0.183539715176617
"854","A - Upper middle class",TRUE,"2021 / 18","30-39",3,3040,0.000986842105263158,371.80096,0.000111723847203634,123.933653333333,0.113213498499682
"855","A - Upper middle class",TRUE,"2021 / 18","40-49",10,3040,0.00328947368421053,344.17004,0.000103420929738935,34.417004,0.0314399626406362
"856","A - Upper middle class",TRUE,"2021 / 18","50-59",16,3040,0.00526315789473684,366.9386,0.000110262738642513,22.9336625,0.0209499203420774
"857","A - Upper middle class",TRUE,"2021 / 18","60-69",11,3040,0.00361842105263158,291.47108,8.75852241107666e-05,26.4973709090909,0.0242053710269755
"858","A - Upper middle class",TRUE,"2021 / 18","70-120",8,3040,0.00263157894736842,371.25004,0.000111558299212845,46.406255,0.0423921537008811
"859","A - Upper middle class",TRUE,"2021 / 19","18-29",3,1575,0.0019047619047619,401.83808,0.000120749812616196,133.946026666667,0.0633936516235027
"860","A - Upper middle class",TRUE,"2021 / 19","30-39",5,1575,0.00317460317460317,371.80096,0.000111723847203634,74.360192,0.0351930118691447
"861","A - Upper middle class",TRUE,"2021 / 19","40-49",4,1575,0.00253968253968254,344.17004,0.000103420929738935,86.04251,0.0407219910847057
"862","A - Upper middle class",TRUE,"2021 / 19","50-59",6,1575,0.00380952380952381,366.9386,0.000110262738642513,61.1564333333333,0.0289439688936596
"863","A - Upper middle class",TRUE,"2021 / 19","60-69",9,1575,0.00571428571428571,291.47108,8.75852241107666e-05,32.3856755555556,0.0153274142193842
"864","A - Upper middle class",TRUE,"2021 / 19","70-120",4,1575,0.00253968253968254,371.25004,0.000111558299212845,92.81251,0.0439260803150577
"865","A - Upper middle class",TRUE,"2021 / 20","18-29",4,3071,0.00130250732660371,401.83808,0.000120749812616196,100.45952,0.0927056686360841
"866","A - Upper middle class",TRUE,"2021 / 20","30-39",2,3071,0.000651253663301856,371.80096,0.000111723847203634,185.90048,0.17155196738118
"867","A - Upper middle class",TRUE,"2021 / 20","40-49",4,3071,0.00130250732660371,344.17004,0.000103420929738935,86.04251,0.0794014188070673
"868","A - Upper middle class",TRUE,"2021 / 20","50-59",3,3071,0.000976880494952784,366.9386,0.000110262738642513,122.312866666667,0.112872290123719
"869","A - Upper middle class",TRUE,"2021 / 20","60-69",6,3071,0.00195376098990557,291.47108,8.75852241107666e-05,48.5785133333333,0.0448290372073607
"870","A - Upper middle class",TRUE,"2021 / 21","30-39",7,1681,0.00416418798334325,371.80096,0.000111723847203634,53.1144228571429,0.0268296838784727
"871","A - Upper middle class",TRUE,"2021 / 21","40-49",8,1681,0.00475907198096371,344.17004,0.000103420929738935,43.021255,0.0217313228613937
"872","A - Upper middle class",TRUE,"2021 / 21","50-59",1,1681,0.000594883997620464,366.9386,0.000110262738642513,366.9386,0.185351663658064
"873","A - Upper middle class",TRUE,"2021 / 21","70-120",7,1681,0.00416418798334325,371.25004,0.000111558299212845,53.03572,0.0267899287109703
"874","A - Upper middle class",TRUE,"2021 / 22","30-39",1,3270,0.000305810397553517,371.80096,0.000111723847203634,371.80096,0.365336980355883
"875","A - Upper middle class",TRUE,"2021 / 22","40-49",7,3270,0.00214067278287462,344.17004,0.000103420929738935,49.1671485714286,0.0483123486066168
"876","A - Upper middle class",TRUE,"2021 / 22","50-59",1,3270,0.000305810397553517,366.9386,0.000110262738642513,366.9386,0.360559155361017
"877","A - Upper middle class",TRUE,"2021 / 22","60-69",4,3270,0.00122324159021407,291.47108,8.75852241107666e-05,72.86777,0.0716009207105517
"878","A - Upper middle class",TRUE,"2021 / 22","70-120",1,3270,0.000305810397553517,371.25004,0.000111558299212845,371.25004,0.364795638426003
"879","A - Upper middle class",TRUE,"2021 / 23","18-29",2,2451,0.000815993472052224,401.83808,0.000120749812616196,200.91904,0.147978895361148
"880","A - Upper middle class",TRUE,"2021 / 23","30-39",3,2451,0.00122399020807834,371.80096,0.000111723847203634,123.933653333333,0.0912783831653689
"881","A - Upper middle class",TRUE,"2021 / 23","40-49",5,2451,0.00203998368013056,344.17004,0.000103420929738935,68.834008,0.0506969397580259
"882","A - Upper middle class",TRUE,"2021 / 23","50-59",2,2451,0.000815993472052224,366.9386,0.000110262738642513,183.4693,0.135126986206399
"883","A - Upper middle class",TRUE,"2021 / 23","70-120",6,2451,0.00244798041615667,371.25004,0.000111558299212845,61.8750066666667,0.0455715652284472
"884","A - Upper middle class",TRUE,"2021 / 24","30-39",3,2291,0.0013094718463553,371.80096,0.000111723847203634,123.933653333333,0.0853197779811751
"885","A - Upper middle class",TRUE,"2021 / 24","40-49",4,2291,0.00174596246180707,344.17004,0.000103420929738935,86.04251,0.059234337507975
"886","A - Upper middle class",TRUE,"2021 / 24","50-59",1,2291,0.000436490615451768,366.9386,0.000110262738642513,366.9386,0.252611934229997
"887","A - Upper middle class",TRUE,"2021 / 24","60-69",1,2291,0.000436490615451768,291.47108,8.75852241107666e-05,291.47108,0.200657748437766
"888","A - Upper middle class",TRUE,"2021 / 24","70-120",2,2291,0.000872981230903536,371.25004,0.000111558299212845,185.62502,0.127790031748314
"889","A - Upper middle class",TRUE,"2021 / 25","18-29",8,2403,0.00332917186849771,401.83808,0.000120749812616196,50.22976,0.0362702249645897
"890","A - Upper middle class",TRUE,"2021 / 25","30-39",6,2403,0.00249687890137328,371.80096,0.000111723847203634,61.9668266666667,0.0447454008050554
"891","A - Upper middle class",TRUE,"2021 / 25","40-49",8,2403,0.00332917186849771,344.17004,0.000103420929738935,43.021255,0.0310650617703326
"892","A - Upper middle class",TRUE,"2021 / 25","50-59",2,2403,0.000832292967124428,366.9386,0.000110262738642513,183.4693,0.132480680478979
"893","A - Upper middle class",TRUE,"2021 / 25","60-69",4,2403,0.00166458593424886,291.47108,8.75852241107666e-05,72.86777,0.052616823384543
