"","part_social_group","weekend","week","part_age_group","sample","sample_total","sample_proportion","pop_estimate","pop_proportion","weight_raw","weight_proportion"
"3511","C2 - Skilled working class",FALSE,"2020 / 34","18-29",32,873,0.0366552119129439,2109.64992,4.28937246243814e-05,65.92656,0.0011701944249089
"3512","C2 - Skilled working class",FALSE,"2020 / 34","30-39",25,873,0.0286368843069874,1951.95504,3.96874482212354e-05,78.0782016,0.00138588569188554
"3513","C2 - Skilled working class",FALSE,"2020 / 34","40-49",23,873,0.0263459335624284,1806.89271,3.67380187555204e-05,78.5605526086957,0.00139444740754649
"3514","C2 - Skilled working class",FALSE,"2020 / 34","50-59",16,873,0.0183276059564719,1926.42765,3.91684214260033e-05,120.401728125,0.0021371269940563
"3515","C2 - Skilled working class",FALSE,"2020 / 34","60-69",11,873,0.0126002290950745,1530.22317,3.1112731380488e-05,139.111197272727,0.00246921949956054
"3516","C2 - Skilled working class",FALSE,"2020 / 34","70-120",8,873,0.00916380297823597,1949.06271,3.96286409255951e-05,243.63283875,0.00432447544100557
"3517","C2 - Skilled working class",FALSE,"2020 / 35","18-29",54,4287,0.0125962211336599,2109.64992,4.28937246243814e-05,39.0675911111111,0.00340528513823561
"3518","C2 - Skilled working class",FALSE,"2020 / 35","30-39",44,4287,0.0102635875903895,1951.95504,3.96874482212354e-05,44.3626145454546,0.00386682023919173
"3519","C2 - Skilled working class",FALSE,"2020 / 35","40-49",58,4287,0.013529274550968,1806.89271,3.67380187555204e-05,31.1533225862069,0.00271544631732614
"3520","C2 - Skilled working class",FALSE,"2020 / 35","50-59",76,4287,0.0177280149288547,1926.42765,3.91684214260033e-05,25.3477322368421,0.00220940819280626
"3521","C2 - Skilled working class",FALSE,"2020 / 35","60-69",86,4287,0.020060648472125,1530.22317,3.1112731380488e-05,17.7932926744186,0.0015509334817227
"3522","C2 - Skilled working class",FALSE,"2020 / 35","70-120",46,4287,0.0107301142990436,1949.06271,3.96286409255951e-05,42.3709284782609,0.00369321703582666
"3523","C2 - Skilled working class",FALSE,"2020 / 36","18-29",27,1725,0.0156521739130435,2109.64992,4.28937246243814e-05,78.1351822222222,0.0027404324065577
"3524","C2 - Skilled working class",FALSE,"2020 / 36","30-39",38,1725,0.0220289855072464,1951.95504,3.96874482212354e-05,51.3672378947369,0.00180160126793766
"3525","C2 - Skilled working class",FALSE,"2020 / 36","40-49",35,1725,0.0202898550724638,1806.89271,3.67380187555204e-05,51.625506,0.00181065949580779
"3526","C2 - Skilled working class",FALSE,"2020 / 36","50-59",32,1725,0.0185507246376812,1926.42765,3.91684214260033e-05,60.2008640625,0.00211142271749549
"3527","C2 - Skilled working class",FALSE,"2020 / 36","60-69",41,1725,0.023768115942029,1530.22317,3.1112731380488e-05,37.3225163414634,0.00130901125930102
"3528","C2 - Skilled working class",FALSE,"2020 / 36","70-120",30,1725,0.0173913043478261,1949.06271,3.96286409255951e-05,64.968757,0.00227864685322172
"3529","C2 - Skilled working class",FALSE,"2020 / 37","18-29",10,2111,0.00473709142586452,2109.64992,4.28937246243814e-05,210.964992,0.00905486526820691
"3530","C2 - Skilled working class",FALSE,"2020 / 37","30-39",23,2111,0.0108953102794884,1951.95504,3.96874482212354e-05,84.8676104347826,0.0036426175302186
"3531","C2 - Skilled working class",FALSE,"2020 / 37","40-49",25,2111,0.0118427285646613,1806.89271,3.67380187555204e-05,72.2757084,0.00310215830371615
"3532","C2 - Skilled working class",FALSE,"2020 / 37","50-59",37,2111,0.0175272382756987,1926.42765,3.91684214260033e-05,52.0656121621622,0.00223471723325116
"3533","C2 - Skilled working class",FALSE,"2020 / 37","60-69",60,2111,0.0284225485551871,1530.22317,3.1112731380488e-05,25.5037195,0.00109464959907017
"3534","C2 - Skilled working class",FALSE,"2020 / 37","70-120",36,2111,0.0170535291331123,1949.06271,3.96286409255951e-05,54.1406308333333,0.00232377947205365
"3535","C2 - Skilled working class",FALSE,"2020 / 38","18-29",42,3836,0.0109489051094891,2109.64992,4.28937246243814e-05,50.22976,0.00391762684902683
"3536","C2 - Skilled working class",FALSE,"2020 / 38","30-39",56,3836,0.0145985401459854,1951.95504,3.96874482212354e-05,34.85634,0.00271859020315462
"3537","C2 - Skilled working class",FALSE,"2020 / 38","40-49",68,3836,0.0177267987486966,1806.89271,3.67380187555204e-05,26.5719516176471,0.00207245646979671
"3538","C2 - Skilled working class",FALSE,"2020 / 38","50-59",112,3836,0.0291970802919708,1926.42765,3.91684214260033e-05,17.200246875,0.00134151843384061
"3539","C2 - Skilled working class",FALSE,"2020 / 38","60-69",122,3836,0.0318039624608968,1530.22317,3.1112731380488e-05,12.5428128688525,0.000978265881766818
"3540","C2 - Skilled working class",FALSE,"2020 / 38","70-120",65,3836,0.0169447340980188,1949.06271,3.96286409255951e-05,29.9855801538462,0.00233869948600897
"3541","C2 - Skilled working class",FALSE,"2020 / 39","18-29",15,2194,0.00683682771194166,2109.64992,4.28937246243814e-05,140.643328,0.00627392212172618
"3542","C2 - Skilled working class",FALSE,"2020 / 39","30-39",29,2194,0.0132178669097539,1951.95504,3.96874482212354e-05,67.3087944827586,0.00300256073784105
"3543","C2 - Skilled working class",FALSE,"2020 / 39","40-49",27,2194,0.012306289881495,1806.89271,3.67380187555204e-05,66.9219522222222,0.00298530419072636
"3544","C2 - Skilled working class",FALSE,"2020 / 39","50-59",50,2194,0.0227894257064722,1926.42765,3.91684214260033e-05,38.528553,0.00171871033217302
"3545","C2 - Skilled working class",FALSE,"2020 / 39","60-69",60,2194,0.0273473108477666,1530.22317,3.1112731380488e-05,25.5037195,0.00113768887747984
"3546","C2 - Skilled working class",FALSE,"2020 / 39","70-120",41,2194,0.0186873290793072,1949.06271,3.96286409255951e-05,47.5381148780488,0.00212061556562819
"3547","C2 - Skilled working class",FALSE,"2020 / 40","18-29",50,2376,0.021043771043771,2109.64992,4.28937246243814e-05,42.1929984,0.0020383097941506
"3548","C2 - Skilled working class",FALSE,"2020 / 40","30-39",39,2376,0.0164141414141414,1951.95504,3.96874482212354e-05,50.0501292307692,0.00241788146086295
"3549","C2 - Skilled working class",FALSE,"2020 / 40","40-49",41,2376,0.0172558922558923,1806.89271,3.67380187555204e-05,44.070553902439,0.00212901298934431
"3550","C2 - Skilled working class",FALSE,"2020 / 40","50-59",54,2376,0.0227272727272727,1926.42765,3.91684214260033e-05,35.6745861111111,0.00172341054274414
"3551","C2 - Skilled working class",FALSE,"2020 / 40","60-69",82,2376,0.0345117845117845,1530.22317,3.1112731380488e-05,18.6612581707317,0.00090151036292731
"3552","C2 - Skilled working class",FALSE,"2020 / 40","70-120",17,2376,0.00715488215488216,1949.06271,3.96286409255951e-05,114.650747647059,0.00553868534348318
"3553","C2 - Skilled working class",FALSE,"2020 / 41","18-29",8,2117,0.00377893245158243,2109.64992,4.28937246243814e-05,263.70624,0.0113507518787269
"3554","C2 - Skilled working class",FALSE,"2020 / 41","30-39",23,2117,0.0108644307982995,1951.95504,3.96874482212354e-05,84.8676104347826,0.00365297077758066
"3555","C2 - Skilled working class",FALSE,"2020 / 41","40-49",12,2117,0.00566839867737364,1806.89271,3.67380187555204e-05,150.5743925,0.0064811988087864
"3556","C2 - Skilled working class",FALSE,"2020 / 41","50-59",18,2117,0.00850259801606046,1926.42765,3.91684214260033e-05,107.023758333333,0.0046066415643805
"3557","C2 - Skilled working class",FALSE,"2020 / 41","60-69",20,2117,0.00944733112895607,1530.22317,3.1112731380488e-05,76.5111585,0.00329328261662465
"3558","C2 - Skilled working class",FALSE,"2020 / 41","70-120",11,2117,0.00519603212092584,1949.06271,3.96286409255951e-05,177.187519090909,0.00762671207631681
"3559","C2 - Skilled working class",FALSE,"2020 / 42","18-29",36,2051,0.0175524134568503,2109.64992,4.28937246243814e-05,58.6013866666667,0.00244375081123906
"3560","C2 - Skilled working class",FALSE,"2020 / 42","30-39",35,2051,0.0170648464163823,1951.95504,3.96874482212354e-05,55.770144,0.00232568446576439
"3561","C2 - Skilled working class",FALSE,"2020 / 42","40-49",43,2051,0.0209653827401268,1806.89271,3.67380187555204e-05,42.0207606976744,0.0017523180573854
"3562","C2 - Skilled working class",FALSE,"2020 / 42","50-59",61,2051,0.0297415894685519,1926.42765,3.91684214260033e-05,31.580781147541,0.0013169579072907
"3563","C2 - Skilled working class",FALSE,"2020 / 42","60-69",59,2051,0.0287664553876158,1530.22317,3.1112731380488e-05,25.9359859322034,0.00108156291629459
"3564","C2 - Skilled working class",FALSE,"2020 / 42","70-120",25,2051,0.0121891760117016,1949.06271,3.96286409255951e-05,77.9625084,0.00325113370153582
"3565","C2 - Skilled working class",FALSE,"2020 / 43","18-29",10,1657,0.00603500301750151,2109.64992,4.28937246243814e-05,210.964992,0.00710749017025999
"3566","C2 - Skilled working class",FALSE,"2020 / 43","30-39",14,1657,0.00844900422450211,1951.95504,3.96874482212354e-05,139.42536,0.00469729297875621
"3567","C2 - Skilled working class",FALSE,"2020 / 43","40-49",12,1657,0.00724200362100181,1806.89271,3.67380187555204e-05,150.5743925,0.00507290808982478
"3568","C2 - Skilled working class",FALSE,"2020 / 43","50-59",22,1657,0.0132770066385033,1926.42765,3.91684214260033e-05,87.5648931818182,0.00295009428649488
"3569","C2 - Skilled working class",FALSE,"2020 / 43","60-69",19,1657,0.0114665057332529,1530.22317,3.1112731380488e-05,80.5380615789474,0.00271335767881413
"3570","C2 - Skilled working class",FALSE,"2020 / 43","70-120",25,1657,0.0150875075437538,1949.06271,3.96286409255951e-05,77.9625084,0.00262658632054844
"3571","C2 - Skilled working class",FALSE,"2020 / 44","18-29",26,2651,0.00980761976612599,2109.64992,4.28937246243814e-05,81.1403815384616,0.0043735101530475
"3572","C2 - Skilled working class",FALSE,"2020 / 44","30-39",44,2651,0.016597510373444,1951.95504,3.96874482212354e-05,44.3626145454546,0.00239116875532943
"3573","C2 - Skilled working class",FALSE,"2020 / 44","40-49",43,2651,0.016220294228593,1806.89271,3.67380187555204e-05,42.0207606976744,0.00226494157490429
"3574","C2 - Skilled working class",FALSE,"2020 / 44","50-59",77,2651,0.029045643153527,1926.42765,3.91684214260033e-05,25.0185409090909,0.00134851279480954
"3575","C2 - Skilled working class",FALSE,"2020 / 44","60-69",70,2651,0.02640513013957,1530.22317,3.1112731380488e-05,21.860331,0.00117828358413819
"3576","C2 - Skilled working class",FALSE,"2020 / 44","70-120",78,2651,0.029422859298378,1949.06271,3.96286409255951e-05,24.9879834615385,0.00134686573197119
"3577","C2 - Skilled working class",FALSE,"2020 / 45","18-29",38,2830,0.0134275618374558,2109.64992,4.28937246243814e-05,55.5171031578947,0.00319445370228945
"3578","C2 - Skilled working class",FALSE,"2020 / 45","30-39",60,2830,0.0212014134275618,1951.95504,3.96874482212354e-05,32.532584,0.0018719246411016
"3579","C2 - Skilled working class",FALSE,"2020 / 45","40-49",59,2830,0.0208480565371025,1806.89271,3.67380187555204e-05,30.6253001694915,0.001762179543697
"3580","C2 - Skilled working class",FALSE,"2020 / 45","50-59",70,2830,0.0247349823321555,1926.42765,3.91684214260033e-05,27.520395,0.00158352332336556
"3581","C2 - Skilled working class",FALSE,"2020 / 45","60-69",67,2830,0.0236749116607774,1530.22317,3.1112731380488e-05,22.8391517910448,0.00131416462398181
"3582","C2 - Skilled working class",FALSE,"2020 / 45","70-120",65,2830,0.0229681978798587,1949.06271,3.96286409255951e-05,29.9855801538462,0.00172537005876053
"3583","C2 - Skilled working class",FALSE,"2020 / 46","18-29",24,2240,0.0107142857142857,2109.64992,4.28937246243814e-05,87.90208,0.00400341429827559
"3584","C2 - Skilled working class",FALSE,"2020 / 46","30-39",27,2240,0.0120535714285714,1951.95504,3.96874482212354e-05,72.2946311111111,0.00329258829687286
"3585","C2 - Skilled working class",FALSE,"2020 / 46","40-49",31,2240,0.0138392857142857,1806.89271,3.67380187555204e-05,58.2868616129032,0.00265461812943115
"3586","C2 - Skilled working class",FALSE,"2020 / 46","50-59",46,2240,0.0205357142857143,1926.42765,3.91684214260033e-05,41.8788619565217,0.0019073318259619
"3587","C2 - Skilled working class",FALSE,"2020 / 46","60-69",79,2240,0.0352678571428571,1530.22317,3.1112731380488e-05,19.3699135443038,0.000882183775851811
"3588","C2 - Skilled working class",FALSE,"2020 / 46","70-120",35,2240,0.015625,1949.06271,3.96286409255951e-05,55.687506,0.00253623301923809
"3589","C2 - Skilled working class",FALSE,"2020 / 47","18-29",15,2285,0.00656455142231947,2109.64992,4.28937246243814e-05,140.643328,0.0065341440511141
"3590","C2 - Skilled working class",FALSE,"2020 / 47","30-39",29,2285,0.012691466083151,1951.95504,3.96874482212354e-05,67.3087944827586,0.00312709721329389
"3591","C2 - Skilled working class",FALSE,"2020 / 47","40-49",35,2285,0.0153172866520788,1806.89271,3.67380187555204e-05,51.625506,0.00239846779589612
"3592","C2 - Skilled working class",FALSE,"2020 / 47","50-59",56,2285,0.024507658643326,1926.42765,3.91684214260033e-05,34.40049375,0.00159821148140031
"3593","C2 - Skilled working class",FALSE,"2020 / 47","60-69",62,2285,0.0271334792122538,1530.22317,3.1112731380488e-05,24.6810188709677,0.0011466546968454
"3594","C2 - Skilled working class",FALSE,"2020 / 47","70-120",50,2285,0.0218818380743982,1949.06271,3.96286409255951e-05,38.9812542,0.0018110288902997
"3595","C2 - Skilled working class",FALSE,"2020 / 48","18-29",32,2231,0.0143433437920215,2109.64992,4.28937246243814e-05,65.92656,0.00299049686365609
"3596","C2 - Skilled working class",FALSE,"2020 / 48","30-39",41,2231,0.0183774092335276,1951.95504,3.96874482212354e-05,47.6086595121951,0.00215957797516039
"3597","C2 - Skilled working class",FALSE,"2020 / 48","40-49",40,2231,0.0179291797400269,1806.89271,3.67380187555204e-05,45.17231775,0.00204906299608915
"3598","C2 - Skilled working class",FALSE,"2020 / 48","50-59",58,2231,0.025997310623039,1926.42765,3.91684214260033e-05,33.2142698275862,0.00150663358967954
"3599","C2 - Skilled working class",FALSE,"2020 / 48","60-69",72,2231,0.0322725235320484,1530.22317,3.1112731380488e-05,21.2530995833333,0.000964062551525953
"3600","C2 - Skilled working class",FALSE,"2020 / 48","70-120",44,2231,0.0197220977140296,1949.06271,3.96286409255951e-05,44.2968797727273,0.0020093522251137
"3601","C2 - Skilled working class",FALSE,"2020 / 49","18-29",8,1086,0.00736648250460405,2109.64992,4.28937246243814e-05,263.70624,0.00582282311775977
"3602","C2 - Skilled working class",FALSE,"2020 / 49","30-39",13,1086,0.0119705340699816,1951.95504,3.96874482212354e-05,150.150387692308,0.00331542836678935
"3603","C2 - Skilled working class",FALSE,"2020 / 49","40-49",16,1086,0.0147329650092081,1806.89271,3.67380187555204e-05,112.930794375,0.00249359302303095
"3604","C2 - Skilled working class",FALSE,"2020 / 49","50-59",32,1086,0.0294659300184162,1926.42765,3.91684214260033e-05,60.2008640625,0.00132927830214499
"3605","C2 - Skilled working class",FALSE,"2020 / 49","60-69",21,1086,0.0193370165745856,1530.22317,3.1112731380488e-05,72.86777,0.00160897267996238
"3606","C2 - Skilled working class",FALSE,"2020 / 49","70-120",24,1086,0.0220994475138122,1949.06271,3.96286409255951e-05,81.21094625,0.00179319600188318
"3607","C2 - Skilled working class",FALSE,"2020 / 50","18-29",60,2952,0.0203252032520325,2109.64992,4.28937246243814e-05,35.160832,0.00211037125151956
"3608","C2 - Skilled working class",FALSE,"2020 / 50","30-39",63,2952,0.0213414634146341,1951.95504,3.96874482212354e-05,30.9834133333333,0.00185964043093789
"3609","C2 - Skilled working class",FALSE,"2020 / 50","40-49",57,2952,0.0193089430894309,1806.89271,3.67380187555204e-05,31.6998721052632,0.00190264265554906
"3610","C2 - Skilled working class",FALSE,"2020 / 50","50-59",76,2952,0.0257452574525745,1926.42765,3.91684214260033e-05,25.3477322368421,0.00152138394802055
"3611","C2 - Skilled working class",FALSE,"2020 / 50","60-69",81,2952,0.0274390243902439,1530.22317,3.1112731380488e-05,18.8916440740741,0.00113388621031112
"3612","C2 - Skilled working class",FALSE,"2020 / 50","70-120",45,2952,0.0152439024390244,1949.06271,3.96286409255951e-05,43.3125046666667,0.00259963884471904
"3613","C2 - Skilled working class",FALSE,"2020 / 51","18-29",13,1668,0.00779376498800959,2109.64992,4.28937246243814e-05,162.280763076923,0.00550359482103601
"3614","C2 - Skilled working class",FALSE,"2020 / 51","30-39",20,1668,0.0119904076738609,1951.95504,3.96874482212354e-05,97.597752,0.00330993318165103
"3615","C2 - Skilled working class",FALSE,"2020 / 51","40-49",13,1668,0.00779376498800959,1806.89271,3.67380187555204e-05,138.991746923077,0.00471377040647754
"3616","C2 - Skilled working class",FALSE,"2020 / 51","50-59",25,1668,0.0149880095923261,1926.42765,3.91684214260033e-05,77.057106,0.00261331707754294
"3617","C2 - Skilled working class",FALSE,"2020 / 51","60-69",32,1668,0.0191846522781775,1530.22317,3.1112731380488e-05,47.8194740625,0.00162175112320794
"3618","C2 - Skilled working class",FALSE,"2020 / 51","70-120",21,1668,0.012589928057554,1949.06271,3.96286409255951e-05,92.81251,0.00314764633637584
"3619","C2 - Skilled working class",FALSE,"2020 / 52","18-29",53,3989,0.0132865379794435,2109.64992,4.28937246243814e-05,39.8047154716981,0.00322835976465391
"3620","C2 - Skilled working class",FALSE,"2020 / 52","30-39",56,3989,0.0140386061669591,1951.95504,3.96874482212354e-05,34.85634,0.0028270219813305
"3621","C2 - Skilled working class",FALSE,"2020 / 52","40-49",65,3989,0.0162948107295061,1806.89271,3.67380187555204e-05,27.7983493846154,0.00225458395101186
"3622","C2 - Skilled working class",FALSE,"2020 / 52","50-59",128,3989,0.0320882426673352,1926.42765,3.91684214260033e-05,15.050216015625,0.00122064713334631
"3623","C2 - Skilled working class",FALSE,"2020 / 52","60-69",106,3989,0.0265730759588869,1530.22317,3.1112731380488e-05,14.4360676415094,0.00117083665544119
"3624","C2 - Skilled working class",FALSE,"2020 / 52","70-120",71,3989,0.0177989471045375,1949.06271,3.96286409255951e-05,27.4515874647887,0.00222645984017182
"3625","C2 - Skilled working class",FALSE,"2020 / 53","18-29",26,2168,0.0119926199261993,2109.64992,4.28937246243814e-05,81.1403815384616,0.00357667673021765
"3626","C2 - Skilled working class",FALSE,"2020 / 53","30-39",19,2168,0.00876383763837638,1951.95504,3.96874482212354e-05,102.734475789474,0.00452854672334938
"3627","C2 - Skilled working class",FALSE,"2020 / 53","40-49",38,2168,0.0175276752767528,1806.89271,3.67380187555204e-05,47.5498081578947,0.00209600064899917
"3628","C2 - Skilled working class",FALSE,"2020 / 53","50-59",76,2168,0.0350553505535055,1926.42765,3.91684214260033e-05,25.3477322368421,0.00111733075857336
"3629","C2 - Skilled working class",FALSE,"2020 / 53","60-69",66,2168,0.0304428044280443,1530.22317,3.1112731380488e-05,23.1851995454545,0.00102200608534694
"3630","C2 - Skilled working class",FALSE,"2020 / 53","70-120",41,2168,0.0189114391143911,1949.06271,3.96286409255951e-05,47.5381148780488,0.00209548520796805
"3631","C2 - Skilled working class",FALSE,"2021 / 01","18-29",46,2395,0.0192066805845511,2109.64992,4.28937246243814e-05,45.8619547826087,0.00223327109729116
"3632","C2 - Skilled working class",FALSE,"2021 / 01","30-39",56,2395,0.0233820459290188,1951.95504,3.96874482212354e-05,34.85634,0.00169734711589033
"3633","C2 - Skilled working class",FALSE,"2021 / 01","40-49",48,2395,0.0200417536534447,1806.89271,3.67380187555204e-05,37.643598125,0.00183307406082232
"3634","C2 - Skilled working class",FALSE,"2021 / 01","50-59",80,2395,0.0334029227557411,1926.42765,3.91684214260033e-05,24.080345625,0.00117260461644097
"3635","C2 - Skilled working class",FALSE,"2021 / 01","60-69",86,2395,0.0359081419624217,1530.22317,3.1112731380488e-05,17.7932926744186,0.000866453391351961
"3636","C2 - Skilled working class",FALSE,"2021 / 01","70-120",50,2395,0.0208768267223382,1949.06271,3.96286409255951e-05,38.9812542,0.00189821190033601
"3637","C2 - Skilled working class",FALSE,"2021 / 02","18-29",49,2011,0.0243659870711089,2109.64992,4.28937246243814e-05,43.05408,0.00176039347387002
"3638","C2 - Skilled working class",FALSE,"2021 / 02","30-39",34,2011,0.016907011437096,1951.95504,3.96874482212354e-05,57.4104423529412,0.00234739583449719
"3639","C2 - Skilled working class",FALSE,"2021 / 02","40-49",52,2011,0.0258577821979115,1806.89271,3.67380187555204e-05,34.7479367307692,0.00142077222533368
"3640","C2 - Skilled working class",FALSE,"2021 / 02","50-59",38,2011,0.0188960716061661,1926.42765,3.91684214260033e-05,50.6954644736842,0.00207283409178138
"3641","C2 - Skilled working class",FALSE,"2021 / 02","60-69",31,2011,0.0154152163102934,1530.22317,3.1112731380488e-05,49.3620377419355,0.00201831299374714
"3642","C2 - Skilled working class",FALSE,"2021 / 02","70-120",6,2011,0.00298359025360517,1949.06271,3.96286409255951e-05,324.843785,0.013282199483562
"3643","C2 - Skilled working class",FALSE,"2021 / 03","18-29",18,1784,0.0100896860986547,2109.64992,4.28937246243814e-05,117.202773333333,0.00425124470721646
"3644","C2 - Skilled working class",FALSE,"2021 / 03","30-39",23,1784,0.0128923766816144,1951.95504,3.96874482212354e-05,84.8676104347826,0.00307836554898626
"3645","C2 - Skilled working class",FALSE,"2021 / 03","40-49",25,1784,0.0140134529147982,1806.89271,3.67380187555204e-05,72.2757084,0.00262162501839394
"3646","C2 - Skilled working class",FALSE,"2021 / 03","50-59",39,1784,0.0218609865470852,1926.42765,3.91684214260033e-05,49.3955807692308,0.00179170420061512
"3647","C2 - Skilled working class",FALSE,"2021 / 03","60-69",56,1784,0.031390134529148,1530.22317,3.1112731380488e-05,27.32541375,0.000991162728264116
"3648","C2 - Skilled working class",FALSE,"2021 / 03","70-120",14,1784,0.007847533632287,1949.06271,3.96286409255951e-05,139.218765,0.00504982110080441
"3649","C2 - Skilled working class",FALSE,"2021 / 04","18-29",57,2211,0.0257801899592944,2109.64992,4.28937246243814e-05,37.0114021052632,0.00166382500253521
"3650","C2 - Skilled working class",FALSE,"2021 / 04","30-39",44,2211,0.0199004975124378,1951.95504,3.96874482212354e-05,44.3626145454546,0.00199429427311708
"3651","C2 - Skilled working class",FALSE,"2021 / 04","40-49",62,2211,0.0280416101311624,1806.89271,3.67380187555204e-05,29.1434308064516,0.00131012515271703
"3652","C2 - Skilled working class",FALSE,"2021 / 04","50-59",81,2211,0.0366350067842605,1926.42765,3.91684214260033e-05,23.7830574074074,0.00106915283670239
"3653","C2 - Skilled working class",FALSE,"2021 / 04","60-69",75,2211,0.033921302578019,1530.22317,3.1112731380488e-05,20.4029756,0.000917203321096785
"3654","C2 - Skilled working class",FALSE,"2021 / 04","70-120",37,2211,0.0167345092718227,1949.06271,3.96286409255951e-05,52.6773705405405,0.00236807905639164
"3655","C2 - Skilled working class",FALSE,"2021 / 05","18-29",18,1631,0.0110361741263029,2109.64992,4.28937246243814e-05,117.202773333333,0.00388664804790922
"3656","C2 - Skilled working class",FALSE,"2021 / 05","30-39",28,1631,0.0171673819742489,1951.95504,3.96874482212354e-05,69.71268,0.00231179385888696
"3657","C2 - Skilled working class",FALSE,"2021 / 05","40-49",20,1631,0.0122624156958921,1806.89271,3.67380187555204e-05,90.3446355,0.00299598542951269
"3658","C2 - Skilled working class",FALSE,"2021 / 05","50-59",48,1631,0.029429797670141,1926.42765,3.91684214260033e-05,40.133909375,0.0013309103197044
"3659","C2 - Skilled working class",FALSE,"2021 / 05","60-69",54,1631,0.0331085223789086,1530.22317,3.1112731380488e-05,28.3374661111111,0.000939719720029183
"3660","C2 - Skilled working class",FALSE,"2021 / 05","70-120",15,1631,0.00919681177191907,1949.06271,3.96286409255951e-05,129.937514,0.00430895422330971
"3661","C2 - Skilled working class",FALSE,"2021 / 06","18-29",58,2216,0.026173285198556,2109.64992,4.28937246243814e-05,36.3732744827586,0.00163883609944188
"3662","C2 - Skilled working class",FALSE,"2021 / 06","30-39",50,2216,0.0225631768953069,1951.95504,3.96874482212354e-05,39.0391008,0.00175894770516515
"3663","C2 - Skilled working class",FALSE,"2021 / 06","40-49",51,2216,0.023014440433213,1806.89271,3.67380187555204e-05,35.4292688235294,0.00159630293259281
"3664","C2 - Skilled working class",FALSE,"2021 / 06","50-59",85,2216,0.0383574007220217,1926.42765,3.91684214260033e-05,22.6638547058824,0.0010211437868238
"3665","C2 - Skilled working class",FALSE,"2021 / 06","60-69",59,2216,0.0266245487364621,1530.22317,3.1112731380488e-05,25.9359859322034,0.00116857309727392
"3666","C2 - Skilled working class",FALSE,"2021 / 06","70-120",20,2216,0.00902527075812274,1949.06271,3.96286409255951e-05,97.4531355,0.00439085341455594
"3667","C2 - Skilled working class",FALSE,"2021 / 07","18-29",34,1710,0.0198830409356725,2109.64992,4.28937246243814e-05,62.0485270588235,0.00215730203257918
"3668","C2 - Skilled working class",FALSE,"2021 / 07","30-39",40,1710,0.0233918128654971,1951.95504,3.96874482212354e-05,48.798876,0.00169663841145781
"3669","C2 - Skilled working class",FALSE,"2021 / 07","40-49",29,1710,0.0169590643274854,1806.89271,3.67380187555204e-05,62.3066451724138,0.00216627627834276
"3670","C2 - Skilled working class",FALSE,"2021 / 07","50-59",41,1710,0.0239766081871345,1926.42765,3.91684214260033e-05,46.9860402439024,0.00163360977166989
"3671","C2 - Skilled working class",FALSE,"2021 / 07","60-69",60,1710,0.0350877192982456,1530.22317,3.1112731380488e-05,25.5037195,0.000886712844343907
"3672","C2 - Skilled working class",FALSE,"2021 / 07","70-120",28,1710,0.016374269005848,1949.06271,3.96286409255951e-05,69.6093825,0.00242017771367027
"3673","C2 - Skilled working class",FALSE,"2021 / 08","18-29",38,2312,0.0164359861591695,2109.64992,4.28937246243814e-05,55.5171031578947,0.00260974450872552
"3674","C2 - Skilled working class",FALSE,"2021 / 08","30-39",38,2312,0.0164359861591695,1951.95504,3.96874482212354e-05,51.3672378947369,0.00241466790230253
"3675","C2 - Skilled working class",FALSE,"2021 / 08","40-49",52,2312,0.0224913494809689,1806.89271,3.67380187555204e-05,34.7479367307692,0.00163342883389929
"3676","C2 - Skilled working class",FALSE,"2021 / 08","50-59",73,2312,0.0315743944636678,1926.42765,3.91684214260033e-05,26.3894198630137,0.00124051219639616
"3677","C2 - Skilled working class",FALSE,"2021 / 08","60-69",51,2312,0.0220588235294118,1530.22317,3.1112731380488e-05,30.0043758823529,0.00141044382258212
"3678","C2 - Skilled working class",FALSE,"2021 / 08","70-120",20,2312,0.00865051903114187,1949.06271,3.96286409255951e-05,97.4531355,0.0045810708909988
"3679","C2 - Skilled working class",FALSE,"2021 / 09","18-29",22,1472,0.014945652173913,2109.64992,4.28937246243814e-05,95.8931781818182,0.00286998012032224
"3680","C2 - Skilled working class",FALSE,"2021 / 09","30-39",24,1472,0.016304347826087,1951.95504,3.96874482212354e-05,81.33146,0.00243416349090244
"3681","C2 - Skilled working class",FALSE,"2021 / 09","40-49",18,1472,0.0122282608695652,1806.89271,3.67380187555204e-05,100.382928333333,0.00300435353378478
"3682","C2 - Skilled working class",FALSE,"2021 / 09","50-59",39,1472,0.0264945652173913,1926.42765,3.91684214260033e-05,49.3955807692308,0.0014783568292071
"3683","C2 - Skilled working class",FALSE,"2021 / 09","60-69",32,1472,0.0217391304347826,1530.22317,3.1112731380488e-05,47.8194740625,0.00143118564350245
"3684","C2 - Skilled working class",FALSE,"2021 / 09","70-120",31,1472,0.0210597826086957,1949.06271,3.96286409255951e-05,62.8729906451613,0.00188172127233794
"3685","C2 - Skilled working class",FALSE,"2021 / 10","18-29",32,2319,0.0137990513152221,2109.64992,4.28937246243814e-05,65.92656,0.00310845460637314
"3686","C2 - Skilled working class",FALSE,"2021 / 10","30-39",38,2319,0.0163863734368262,1951.95504,3.96874482212354e-05,51.3672378947369,0.00242197874802749
"3687","C2 - Skilled working class",FALSE,"2021 / 10","40-49",39,2319,0.0168175937904269,1806.89271,3.67380187555204e-05,46.3305823076923,0.0021844991152321
