"","part_social_group","week","part_age_group","sample","sample_total","sample_proportion","pop_estimate","pop_proportion","weight_raw","weight_proportion"
"2303","C2 - Skilled working class","2021 / 41","50-59",21,1809,0.0116086235489221,1926.42765,3.91684214260033e-05,91.73465,0.00337407973141143
"2304","C2 - Skilled working class","2021 / 41","60-69",57,1809,0.0315091210613599,1530.22317,3.1112731380488e-05,26.8460205263158,0.000987419843286013
"2305","C2 - Skilled working class","2021 / 41","70-120",5,1809,0.00276395798783858,1949.06271,3.96286409255951e-05,389.812542,0.0143376422868803
"2306","C2 - Skilled working class","2021 / 42","18-29",31,2974,0.0104236718224613,2109.64992,4.28937246243814e-05,68.0532232258065,0.00411503022686807
"2307","C2 - Skilled working class","2021 / 42","30-39",32,2974,0.0107599193006052,1951.95504,3.96874482212354e-05,60.998595,0.00368845221906106
"2308","C2 - Skilled working class","2021 / 42","40-49",29,2974,0.0097511768661735,1806.89271,3.67380187555204e-05,62.3066451724138,0.00376754716479027
"2309","C2 - Skilled working class","2021 / 42","50-59",41,2974,0.0137861466039005,1926.42765,3.91684214260033e-05,46.9860402439024,0.00284114354441302
"2310","C2 - Skilled working class","2021 / 42","60-69",25,2974,0.00840618695359785,1530.22317,3.1112731380488e-05,61.2089268,0.00370117052502285
"2311","C2 - Skilled working class","2021 / 42","70-120",36,2974,0.0121049092131809,1949.06271,3.96286409255951e-05,54.1406308333333,0.00327376605868666
"2312","C2 - Skilled working class","2021 / 43","18-29",22,2158,0.010194624652456,2109.64992,4.28937246243814e-05,95.8931781818182,0.00420748444270068
"2313","C2 - Skilled working class","2021 / 43","30-39",38,2158,0.0176088971269694,1951.95504,3.96874482212354e-05,51.3672378947369,0.00225382929635331
"2314","C2 - Skilled working class","2021 / 43","40-49",43,2158,0.0199258572752549,1806.89271,3.67380187555204e-05,42.0207606976744,0.00184373591800961
"2315","C2 - Skilled working class","2021 / 43","50-59",32,2158,0.0148285449490269,1926.42765,3.91684214260033e-05,60.2008640625,0.0026414204199161
"2316","C2 - Skilled working class","2021 / 43","60-69",56,2158,0.025949953660797,1530.22317,3.1112731380488e-05,27.32541375,0.00119895132712666
"2317","C2 - Skilled working class","2021 / 43","70-120",14,2158,0.00648748841519926,1949.06271,3.96286409255951e-05,139.218765,0.00610847193695959
"2318","C2 - Skilled working class","2021 / 44","18-29",48,3026,0.015862524785195,2109.64992,4.28937246243814e-05,43.95104,0.00270409188986204
"2319","C2 - Skilled working class","2021 / 44","30-39",32,3026,0.0105750165234633,1951.95504,3.96874482212354e-05,60.998595,0.00375294432242057
"2320","C2 - Skilled working class","2021 / 44","40-49",32,3026,0.0105750165234633,1806.89271,3.67380187555204e-05,56.4653971875,0.0034740388985689
"2321","C2 - Skilled working class","2021 / 44","50-59",42,3026,0.0138797091870456,1926.42765,3.91684214260033e-05,45.867325,0.00282199150559728
"2322","C2 - Skilled working class","2021 / 44","60-69",41,3026,0.0135492399206874,1530.22317,3.1112731380488e-05,37.3225163414634,0.00229627134530138
"2323","C2 - Skilled working class","2021 / 44","70-120",22,3026,0.00727032385988103,1949.06271,3.96286409255951e-05,88.5937595454545,0.00545073942912958
"2324","C2 - Skilled working class","2021 / 45","18-29",11,1799,0.00611450806003335,2109.64992,4.28937246243814e-05,191.786356363636,0.00701507369084201
"2325","C2 - Skilled working class","2021 / 45","30-39",18,1799,0.0100055586436909,1951.95504,3.96874482212354e-05,108.441946666667,0.00396653996388902
"2326","C2 - Skilled working class","2021 / 45","40-49",33,1799,0.0183435241801001,1806.89271,3.67380187555204e-05,54.7543245454546,0.00200277865882367
"2327","C2 - Skilled working class","2021 / 45","50-59",28,1799,0.0155642023346304,1926.42765,3.91684214260033e-05,68.8009875,0.00251657107662071
"2328","C2 - Skilled working class","2021 / 45","60-69",55,1799,0.0305725403001668,1530.22317,3.1112731380488e-05,27.8222394545455,0.00101766915915451
"2329","C2 - Skilled working class","2021 / 45","70-120",21,1799,0.0116731517509728,1949.06271,3.96286409255951e-05,92.81251,0.00339485357262598
"2330","C2 - Skilled working class","2021 / 46","18-29",46,2625,0.0175238095238095,2109.64992,4.28937246243814e-05,45.8619547826087,0.00244773972041307
"2331","C2 - Skilled working class","2021 / 46","30-39",46,2625,0.0175238095238095,1951.95504,3.96874482212354e-05,42.4338052173913,0.00226477286045093
"2332","C2 - Skilled working class","2021 / 46","40-49",30,2625,0.0114285714285714,1806.89271,3.67380187555204e-05,60.229757,0.00321457664110804
"2333","C2 - Skilled working class","2021 / 46","50-59",31,2625,0.0118095238095238,1926.42765,3.91684214260033e-05,62.1428274193548,0.00331668084655673
